arCOG	Code	Product	Function
arCOG05939	S	-	Uncharacterizedprotein
arCOG05941	S	-	Uncharacterizedprotein
arCOG05950	S	-	Uncharacterizedprotein
arCOG05956	S	-	Metal-bindingproteinwithCxxC..HxxxxHsignature
arCOG05958	S	-	Uncharacterizedprotein
arCOG05980	S	-	Uncharacterizedprotein
arCOG05983	S	-	Uncharacterizedprotein
arCOG05995	S	-	Uncharacterizedprotein
arCOG05997	S	-	Uncharacterizedprotein
arCOG06043	S	-	Uncharacterizedprotein
arCOG06088	S	-	Znfingerprotein
arCOG07197	S	-	Uncharacterizedmembraneprotein
arCOG07217	S	-	Uncharacterizedprotein
arCOG07229	S	-	Uncharacterizedprotein
arCOG08308	S	-	Uncharacterizedprotein
arCOG08333	S	-	Uncharacterizedprotein
arCOG08451	S	-	Uncharacterizedprotein
arCOG09897	V	-	MazE/AbrBfamilyanitoxin
arCOG10132	V	-	Predictedantitoxin
arCOG14453	S	-	Uncharacterizedprotein
arCOG07185	V	-	MazE/AbrBfamilyanitoxin
arCOG01992	T	SixA	PhosphohistidinephosphataseSixA
arCOG01227	U	FtsY	SignalrecognitionparticleGTPase
arCOG01739	U	LepB	SignalpeptidaseI
arCOG02957	U	SBH1	PreproteintranslocasesubunitSec61beta
arCOG04169	U	SecY	PreproteintranslocasesubunitSecY
arCOG02204	U	Sss1	PreproteintranslocasesubunitSss1
arCOG01009	K	-	Transcriptionalregulator,containsN-terminalRHHdomain
arCOG07292	V	-	Minimalnucleotidyltransferase
arCOG01010	V	StbD	Antitoxin(DNA-bindingdomain)oftoxin-antitoxinstabilitysystem
arCOG02670	V	Cas5	CRISPR-CassystemrelatedproteinCas5,RAMPsuperfamily
arCOG00817	L	Sso7c4	ChromosomebindingproteinSso7c4,AbrBfamily
arCOG01008	V	NikR	Transcriptionalregulator,CopG/Arc/MetJfamily(DNA-bindingandametal-bindingdomains)
arCOG03845	V	-	CopG/MetJ,RHHdomaincontainingDNA-bindingprotein,oftenanantitoxininTypeIItoxin-antitoxinsystems
arCOG00498	R	-	Metal-dependenthydrolaseofthebeta-lactamasesuperfamilyII
arCOG05886	S	-	Uncharacterizedprotein
arCOG07289	S	-	Glycinezipper2TMdomain
arCOG07934	S	-	Uncharacterizedprotein
arCOG02129	X	-	Transposase
arCOG02062	P	TusA	TusA-relatedsulfurtransferase
arCOG02759	X	RAYT	REPelement-mobilizingtransposaseRayT
arCOG07925	X	-	TransposaseISC1234
arCOG00024	C	GlpK	Glycerolkinase
arCOG00097	C	FwdC	FormylmethanofurandehydrogenasesubunitC
arCOG00098	C	FwdC	FormylmethanofurandehydrogenasesubunitC
arCOG00104	C	-	Formaldehyde-activatingenzymenesessaryformethanogenesis
arCOG00126	C	YafV	Omega-amidaseYafV/Nit2,hydrolyzesa-ketoglutaramate
arCOG00264	C	YedY	PeriplasmicDMSO/TMAOreductaseYedYZ,molybdopterin-dependentcatalyticsubunit
arCOG00266	C	YedY	PeriplasmicDMSO/TMAOreductaseYedYZ,molybdopterin-dependentcatalyticsubunit;Sulfiteoxidase
arCOG00288	C	NfnB	Nitroreductase
arCOG00289	C	NfnB	Nitroreductase
arCOG00291	C	NapF	Ferredoxin
arCOG00292	C	NapF	Ferredoxindomaincontainingprotein
arCOG00296	C	NapF	Ferredoxin
arCOG00301	C	NfnB	Nitroreductase
arCOG00332	C	GlpC	MembraneassociatedFe-Soxidoreductasesubunit
arCOG00333	C	HdrD	CoB--CoMheterodisulfidereductasesubunitD,GlpCfamily
arCOG00335	C	LutB	L-lactateutilizationproteinLutB,containsferredoxindomain
arCOG00336	C	GlpC	Fe-Soxidoreductasesubunit
arCOG00337	C	GlcD	FAD/FMN-containingdehydrogenase
arCOG00340	C	GlcD	FAD/FMN-containingdehydrogenasefusedtoHeterodisulfidereductase,subunitB
arCOG00342	C	HdrB	Heterodisulfidereductase,subunitB
arCOG00343	C	GlpC	Fe-Soxidoreductasesubunit
arCOG00344	C	GlcD	FAD/FMN-containingdehydrogenase
arCOG00345	C	GlcD	FAD/FMN-containingdehydrogenase
arCOG00346	C	-	LUDdomain,lactateutilizationprotein
arCOG00349	C	Fer	Ferredoxin
arCOG00446	C	FixA	Electrontransferflavoprotein,betasubunit
arCOG00447	C	FixB	Electrontransferflavoprotein,alphasubunit
arCOG00456	C	GpsA	NAD(P)H-dependentglycerol-3-phosphatedehydrogenase
arCOG00506	C	NorV	Flavorubredoxin
arCOG00509	C	NorV	Flavorubredoxin
arCOG00519	C	FldA	Flavodoxin
arCOG00573	C	SdhA	Succinatedehydrogenase/fumaratereductase,flavoproteinsubunit
arCOG00582	C	AceA	Isocitratelyase
arCOG00583	C	AceA	Isocitratelyase
arCOG00591	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00592	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00593	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00594	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00595	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00596	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00597	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG00615	C	NemA	NADH:flavinoxidoreductase,OldYellowEnzymefamily
arCOG00706	C	gor	Aldehyde:ferredoxinoxidoreductase
arCOG00707	C	-	Aldehyde:ferredoxinoxidoreductase
arCOG00708	C	-	Aldehyde:ferredoxinoxidoreductase
arCOG00709	C	-	Aldehyde:ferredoxinoxidoreductase
arCOG00753	C	GlpA	Glycerol-3-phosphatedehydrogenase
arCOG00762	C	-	FormylmethanofurandehydrogenasesubunitE
arCOG00763	C	-	FormylmethanofurandehydrogenasesubunitE
arCOG00764	C	FwdE	FormylmethanofurandehydrogenasesubunitE
arCOG00853	C	SfcA	Malicenzyme
arCOG00855	C	Pta	Phosphotransacetylase
arCOG00866	C	AtpD	F0F1-typeATPsynthase,betasubunit
arCOG00867	C	AtpA	F0F1-typeATPsynthase,alphasubunit
arCOG00937	C	NapF	RadicalSAMsuperfamilyenzymefusedtoferredoxindomain
arCOG00950	C	NifB	Fe-Soxidoreductase,relatedtoNifB/MoaAfamily
arCOG00958	C	NapF	Ferredoxin
arCOG00959	C	-	Ferredoxin
arCOG00960	C	-	Ferredoxin
arCOG00961	C	GlpC	Ferredoxin
arCOG00963	C	GlpC	Succinatedehydrogenase/fumaratereductase,Fe-Sproteinsubunit
arCOG00964	C	HdrC	Heterodisulfidereductase,subunitC
arCOG00965	C	HdrC	Heterodisulfidereductase,subunitC
arCOG00966	C	HdrC	Heterodisulfidereductase,subunitC
arCOG00982	C	GldA	Glyceroldehydrogenaseorrelatedenzyme
arCOG00984	C	EutG	Alcoholdehydrogenase,classIV
arCOG01004	C	FmdA	Acetamidase/formamidase
arCOG01052	C	AcoB	Pyruvate/2-oxoglutarate/acetoindehydrogenasecomplex,dehydrogenase(E1)component
arCOG01067	C	Ndh	NADHdehydrogenase,FAD-containingsubunit
arCOG01097	C	-	Rubrerythrin
arCOG01099	C	FtrB	Ferredoxin-thioredoxinreductase,catalyticsubunit
arCOG01100	C	-	Ferredoxin-thioredoxinreductase,catalyticsubunitfusedtorubrerythrin
arCOG01163	C	LeuB	Isocitrate/isopropylmalatedehydrogenase
arCOG01167	C	CoxL	Aerobic-typecarbonmonoxidedehydrogenase,largesubunitCoxL/CutLhomolog
arCOG01235	C	CyoA	Heme/copper-typecytochrome/quinoloxidase,subunit2
arCOG01236	C	CyoA	Heme/copper-typecytochrome/quinoloxidase,subunit2
arCOG01237	C	CyoB	Heme/copper-typecytochrome/quinoloxidase,subunit1and3
arCOG01238	C	CyoB/DoxB	Heme/copper-typecytochrome/quinoloxidase,subunit1
arCOG01252	C	PutA	Lactaldehydedehydrogenase,Succinatesemialdehydedehydrogenase,a-ketoglutaratesemialdehydedehydrogenaseorotherNAD-dependentaldehydedehydrogenase
arCOG01265	C	-	NADP-dependent3-hydroxyaciddehydrogenaseYdfG
arCOG01338	C	-	Acyl-CoAsynthetase,ATP-graspcontainingsubunit
arCOG01340	C	-	Acyl-CoAsynthetase(NDPforming)
arCOG01355	C	-	RadicalSAMsuperfamilyenzyme
arCOG01356	C	-	RadicalSAMsuperfamilyenzyme
arCOG01359	C	-	RadicalSAMsuperfamilyenzyme
arCOG01363	C	-	RadicalSAMsuperfamilyenzyme
arCOG01364	C	-	RadicalSAMsuperfamilyenzyme
arCOG01456	C	FrmA	Zn-dependentalcoholdehydrogenase
arCOG01458	C	Qor	NADPH:quinonereductaseorrelatedZn-dependentoxidoreductase
arCOG01462	C	NatB	ABC-typeNa+effluxpump,permeasecomponent
arCOG01470	C	NatB	ABC-typeNa+effluxpump,permeasecomponent
arCOG01491	C	FdhA	Anaerobicdehydrogenase
arCOG01492	C	FdhA	Formatedehydrogenasesubunitalpha
arCOG01493	C	-	Formatedehydrogenasealphasubunit,containsmolybdopterin-bindingdomain
arCOG01495	C	MopB	Molybdopterinoxidoreductase
arCOG01496	C	BisC	Molybdopterinoxidoreductase,containsmolybdopterin-bindingdomain
arCOG01497	C	NarG	Nitratereductasealphasubunit
arCOG01498	C	FwdB	FormylmethanofurandehydrogenasesubunitB
arCOG01499	C	FwdB	FormylmethanofurandehydrogenasesubunitB
arCOG01500	C	FdhB	Fe-S-cluster-containingformatedehydrogenasecomponent
arCOG01501	C	NarY	Nitratereductasebetasubunit
arCOG01502	C	HycB	Fe-S-cluster-containinghydrogenasecomponent2
arCOG01503	C	HybA	Fe-S-cluster-containingdehydrogenasecomponent
arCOG01504	C	NarJ	Nitratereductasedeltasubunit
arCOG01537	C	NuoM	NADH:ubiquinoneoxidoreductasesubunit4(chainM)
arCOG01538	C	NuoM	NADHdehydrogenasesubunitM
arCOG01541	C	HyfB	MultisubunitNa+/H+antiporter,MnhDsubunit
arCOG01542	C	NuoL	NADHdehydrogenasesubunitL
arCOG01545	C	HyfC	Formatehydrogenlyasesubunit4
arCOG01547	C	HycE	Ni,Fe-hydrogenaseIIIlargesubunitandsubunitG
arCOG01549	C	FrhA	CoenzymeF420-reducinghydrogenase,alphasubunit
arCOG01550	C	HyaB	Ni,Fe-hydrogenaseIlargesubunit
arCOG01552	C	HycE	Ni,Fe-hydrogenaseIIIcomponentG
arCOG01553	C	-	Ni,Fe-hydrogenaseIIIsmallsubunit
arCOG01555	C	NuoC	NADHdehydrogenasesubunitC
arCOG01556	C	HycE	Ni,Fe-hydrogenaseIIIcomponentG
arCOG01567	C	PPX1	Inorganicpyrophosphatase/exopolyphosphatase
arCOG01599	C	PorB	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,betasubunit
arCOG01600	C	PorG	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,betaandgammasubunit
arCOG01601	C	PorB	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,betasubunit
arCOG01602	C	PorG	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,gammasubunit
arCOG01603	C	PorG	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,gammasubunit
arCOG01604	C	PorD	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,gammaanddeltasubunit
arCOG01605	C	PorD	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,deltasubunit
arCOG01607	C	PorA	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,alphasubunit
arCOG01608	C	PorA	Pyruvate:ferredoxinoxidoreductaseorrelated2-oxoacid:ferredoxinoxidoreductase,alphasubunit
arCOG01609	C	-	Indolepyruvateferredoxinoxidoreductase,alphaandbetasubunit
arCOG01610	C	NapF	Ferredoxin
arCOG01611	C	NapF	Ferredoxin
arCOG01612	C	-	Indolepyruvateferredoxinoxidoreductase,alphaandbetasubunit
arCOG01623	C	Tas	Aryl-alcoholdehydrogenaserelatedenzyme
arCOG01712	C	Ppa	Inorganicpyrophosphatase
arCOG01720	C	QcrA	RieskeFe-Sprotein
arCOG01721	C	QcrB	Cytochromebsubunitofthebccomplex
arCOG01755	C	LdhA	Lactatedehydrogenaseorrelated2-hydroxyaciddehydrogenase
arCOG01927	C	CoxG	CarbonmonoxidedehydrogenasesubunitG,CoxG
arCOG01928	C	-	CarbonmonoxidedehydrogenasesubunitG,CoxG
arCOG01979	C	CdhE	COdehydrogenase/acetyl-CoAsynthasegammasubunit(corrinoidFe-Sprotein)
arCOG01980	C	CdhD	COdehydrogenase/acetyl-CoAsynthasedeltasubunit(corrinoidFe-Sprotein)
arCOG01985	C	FixX	Ferredoxin-likeprotein
arCOG02009	C	NhaC	Na+/H+antiporter
arCOG02010	C	NhaC	Na+/H+antiporter
arCOG02016	C	RutF	NADH-FMNoxidoreductaseRutF,flavinreductase(DIM6/NTAB)family
arCOG02017	C	RutF	NADH-FMNoxidoreductaseRutF,flavinreductase(DIM6/NTAB)family
arCOG02018	C	RutF	NADH-FMNoxidoreductaseRutF,flavinreductase(DIM6/NTAB)family
arCOG02025	C	-	Polysulphidereductase,NrfD
arCOG02026	C	-	Polysulphidereductase,NrfD
arCOG02046	C	-	Nickel-dependentlactateracemase
arCOG02056	C	NirB	Sulfiteornitritereductase,assimilatory-type,4Fe-4Sdomain
arCOG02057	C	DsrA	Dissimilatorysulfitereductase(desulfoviridin),alphaandbetasubunit
arCOG02058	C	DsrA	Dissimilatorysulfitereductase(desulfoviridin),alphaandbetasubunit
arCOG02059	C	DsrA	Dissimilatorysulfitereductase(desulfoviridin),alphaandbetasubunit
arCOG02060	C	NapF	Ferredoxin
arCOG02061	C	FrhB	CoenzymeF420-reducinghydrogenase,betasubunitfusedtodissimilatorysulfitereductase
arCOG02064	C	-	Peroxiredoxinfamilyprotein
arCOG02065	C	-	Peroxiredoxinfamilyprotein
arCOG02077	C	IscU	NifUhomologinvolvedinFe-Sclusterformation
arCOG02095	C	OadA1	Pyruvate/oxaloacetatecarboxyltransferase
arCOG02143	C	HpaB	4-hydroxyphenylacetate3-monooxygenase
arCOG02146	C	-	Desulfoferredoxin
arCOG02147	C	-	Desulfoferredoxin
arCOG02179	C	NapF	Polyferredoxin
arCOG02180	C	NapF	Polyferredoxin
arCOG02181	C	MvhB	Polyferredoxin
arCOG02182	C	NapF	Polyferredoxin
arCOG02183	C	NapF	Polyferredoxin
arCOG02184	C	NapF	Polyferredoxin
arCOG02185	C	NapF	Polyferredoxin
arCOG02186	C	-	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfBfusedtoferredoxindomains
arCOG02187	C	NapF	Ferredoxindomaincontainingprotein
arCOG02189	C	NapF	HTHcontainingranscriptionalregulatorfusedtoferredoxindomain
arCOG02194	C	NarI	Nitratereductasegammasubunit
arCOG02196	C	NarI	Nitratereductasegammasubunit
arCOG02200	C	Fpr	Flavodoxinreductase(ferredoxin-NADPHreductase)family1
arCOG02234	C	HdrA	Heterodisulfidereductase,subunitA,polyferredoxin
arCOG02235	C	HdrA	Heterodisulfidereductase,subunitAorrelatedpolyferredoxin
arCOG02236	C	HdrA	Heterodisulfidereductase,subunitAorrelatedpolyferredoxin
arCOG02237	C	-	F420-reducinghydrogenasedeltasubunit,polyferredoxin
arCOG02244	C	SdhC	Succinatedehydrogenase/fumaratereductase,cytochromebsubunit
arCOG02304	C	Mct/CaiB	Succinyl-CoA:mesaconateCoA-transferaseorpredictedacyl-CoAtransferase/carnitinedehydrataseor
arCOG02398	C	CcdA	Cytochromecbiogenesisprotein
arCOG02399	C	CcdA	Cytochromecbiogenesisprotein
arCOG02400	C	CcdA	Cytochromecbiogenesisprotein
arCOG02404	C	CcdA	Cytochromecbiogenesisprotein
arCOG02405	C	CcdA	Cytochromecbiogenesisprotein
arCOG02406	C	CcdA	Cytochromecbiogenesisprotein
arCOG02410	C	Mer	CoenzymeF420-dependentN5,N10-methylenetetrahydromethanopterinreductaseorrelatedflavin-dependentoxidoreductase
arCOG02428	C	CdhA	COdehydrogenase/acetyl-CoAsynthasealphasubunit
arCOG02429	C	-	Hydroxylaminereductase,6Fe-6Sprismanecluster-containingprotein
arCOG02430	C	-	Hydroxylaminereductase,6Fe-6Sprismanecluster-containingprotein
arCOG02445	C	NapF	Ferredoxin
arCOG02449	C	NapF	Flavodoxinfusedtoferredoxindomain
arCOG02451	C	NapF	FerredoxinfusedtoaconserveddomainofDUF362family
arCOG02460	C	NapF	Ferredoxin
arCOG02461	C	-	Ferredoxin
arCOG02472	C	FrhG	CoenzymeF420-reducinghydrogenase,gammasubunit
arCOG02473	C	FrhG	CoenzymeF420-reducinghydrogenase,gammasubunit
arCOG02474	C	HyaA	Ni,Fe-hydrogenaseIsmallsubunit
arCOG02475	C	FrhD	CoenzymeF420-reducinghydrogenase,deltasubunit
arCOG02476	C	HdrA	Heterodisulfidereductase,subunitA;ferredoxindomain
arCOG02478	C	FdhI	Cytochromebsubunitofformatedehydrogenase
arCOG02587	C	-	Ferredoxin
arCOG02588	C	NapF	Ferredoxin
arCOG02618	C	-	Ferredoxin
arCOG02619	C	NapF	Ferredoxin
arCOG02620	C	0	4-Hydroxybutyryl-CoAsynthetase(AMP-forming)
arCOG02622	C	0	4-Hydroxybutyryl-CoAsynthetase(AMP-forming)
arCOG02623	C	0	4-Hydroxybutyryl-CoAsynthetase(AMP-forming)
arCOG02624	C	0	4-Hydroxybutyryl-CoAsynthetase(AMP-forming)
arCOG02650	C	FrhB	CoenzymeF420-reducinghydrogenase,betasubunit
arCOG02651	C	FrhB	CoenzymeF420-reducinghydrogenase,betasubunit
arCOG02652	C	FrhB	CoenzymeF420-reducinghydrogenase,betasubunit
arCOG02653	C	FrhB	CoenzymeF420-reducinghydrogenase,betasubunit(withC-terminalferredoxindomain)
arCOG02674	C	FwdD	FormylmethanofurandehydrogenasesubunitD
arCOG02695	C	Ftr	Formylmethanofuran:tetrahydromethanopterinformyltransferase
arCOG02700	C	AceF	Pyruvate/2-oxoglutaratedehydrogenasecomplex,dihydrolipoamideacyltransferase(E2)component(C-terminalfragment)
arCOG02720	C	CydA	Cytochromebd-typequinoloxidase,subunitI
arCOG02721	C	CydA	Cytochromebd-typequinoloxidase,subunitI
arCOG02772	C	NapH	Polyferredoxin
arCOG02842	C	Fdx	Ferredoxin
arCOG02843	C	Fdx	Ferredoxin
arCOG02844	C	Fdx	Ferredoxin
arCOG02845	C	Fdx	DnaJ-likechaperonefusedtoferredoxin
arCOG02917	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02918	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02919	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02920	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02921	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02926	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02929	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02933	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02934	C	PetE	Plastocyanin/azurin/halocyaninfamilyprotein
arCOG02987	C	Fdx	Ferredoxin
arCOG03176	C	SatP	Succinate-acetatetransporterprotein
arCOG03190	C	EhaC	Energy-convertinghydrogenaseAsubunitC
arCOG03196	C	Mth	H2-formingN5,N10-methylenetetrahydromethanopterindehydrogenase
arCOG03330	C	-	Methanol-cobalaminmethyltransferaseBsubunit
arCOG03363	C	NtpF	Archaeal/vacuolar-typeH+-ATPasesubunitH
arCOG03626	C	HyfE	Hydrogenase-4membranesubunitHyfE
arCOG03627	C	HyfE	Hydrogenase-4membranesubunitHyfE
arCOG03696	C	NapH	Polyferredoxin
arCOG03697	C	NapH	Polyferredoxin
arCOG03700	C	SoxE	Sulfocyanin
arCOG03954	C	RnfA	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfA
arCOG03955	C	RnfE	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfE
arCOG03971	C	-	Desulfoferredoxin
arCOG03982	C	-	Vanadium/alternativenitrogenasedeltasubunit
arCOG03983	C	-	Vanadium/alternativenitrogenasedeltasubunit
arCOG04002	C	-	Cytochromebfamilyprotein
arCOG04003	C	-	Cytochromebfamilyprotein
arCOG04073	C	-	MinDsuperfamilyP-loopATPasecontaininganinsertedferredoxindomain
arCOG04074	C	NapF	Ferredoxin
arCOG04117	C	HdrA	Ferredoxin
arCOG04162	C	SdhD	Succinatedehydrogenase,hydrophobicanchorsubunit
arCOG04335	C	GltP	Na+/H+-dicarboxylatesymporter
arCOG04358	C	FdhD	Uncharacterizedproteinrequiredforformatedehydrogenaseactivity
arCOG04360	C	CdhC	COdehydrogenase/acetyl-CoAsynthasebetasubunit
arCOG04382	C	Mtd	CoenzymeF420-dependentN(5),N(10)-methenyltetrahydromethanopterindehydrogenase
arCOG04386	C	LldP	L-lactatepermease
arCOG04391	C	-	Rubredoxin
arCOG04406	C	FumA	Tartratedehydratasebetasubunit/FumaratehydrataseclassI,C-terminaldomain
arCOG04407	C	TtdA	Tartratedehydratasealphasubunit/FumaratehydrataseclassI,N-terminaldomain
arCOG04408	C	CdhB	COdehydrogenase/acetyl-CoAsynthaseepsilonsubunit
arCOG04429	C	HyaD	Ni,Fe-hydrogenasematurationfactor
arCOG04450	C	NatB	ABC-typeNa+effluxpump,permeasecomponent
arCOG04461	C	FwdA	FormylmethanofurandehydrogenasesubunitA
arCOG04475	C	OadB	Na+-transportingmethylmalonyl-CoA/oxaloacetatedecarboxylase,betasubunit
arCOG04476	C	NapF	Ferredoxin
arCOG04512	C	IcdM	Monomericisocitratedehydrogenase
arCOG04519	C	LutC	L-lactateutilizationproteinLutC,containsLUDdomain
arCOG04520	C	MpsB	Na+-translocatingmembranepotential-generatingsystemsubunitB,UPF0753/DUF2309family
arCOG04522	C	CcdA	Cytochromecbiogenesisprotein
arCOG04537	C	NuoF	NADH:ubiquinoneoxidoreductase,NADH-binding51kDsubunit(chainF)
arCOG04594	C	QcrB	Cytochromebsubunitofthebccomplex
arCOG04595	C	QcrA	RieskeFe-Sprotein
arCOG04650	C	CyoC	Heme/copper-typecytochrome/quinoloxidase,subunit3
arCOG04765	C	-	Ferredoxin
arCOG04791	C	AppB	Cytochromebd-typequinoloxidase,subunitII
arCOG04828	C	EhaB	Energy-convertinghydrogenaseAsubunitB
arCOG04829	C	EhaD	Energy-convertinghydrogenaseAsubunitD
arCOG04830	C	EhaE	Energy-convertinghydrogenaseAsubunitE
arCOG04831	C	EhaF	Energy-convertinghydrogenaseAsubunitF
arCOG04832	C	EhaG	Energy-convertinghydrogenaseAsubunitG
arCOG04833	C	EhaH	Energy-convertinghydrogenaseAsubunitH
arCOG04834	C	EhaL	Energy-convertinghydrogenaseAsubunitL
arCOG04835	C	EhaM	Energy-convertinghydrogenaseAsubunitM
arCOG04862	C	-	Fe-SandMolybdopterin-Bindingdomain,F420-reducinghydrogenasesubunit
arCOG04874	C	AllD	Malate/lactate/ureidoglycolatedehydrogenase,LDH2family
arCOG04876	C	EhbP	Energy-convertinghydrogenaseBsubunitP
arCOG04888	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG04890	C	NuoE	NADH:ubiquinoneoxidoreductase24kDsubunit
arCOG04891	C	-	FerredoxinfusedtoHTH-domaintransciptionalregulator
arCOG04949	C	OVP1	Na+orH+-translocatingmembranepyrophosphatase
arCOG04959	C	FpoO	Fe420H2dehydrogenasesubunit
arCOG04984	C	-	RadicalSAMsuperfamilyenzyme
arCOG04986	C	-	Methylene-tetrahydrofolatereductasesubunitrelateddomain
arCOG05009	C	-	Membrane-boundmultihemecytochromecsubunit
arCOG05014	C	HdrE	CoB--CoMheterodisulfidereductasesubunitE
arCOG05035	C	EhaA	Energy-convertinghydrogenaseAsubunitA
arCOG05047	C	-	Rubredoxin
arCOG05072	C	-	Aldehyde:ferredoxinoxidoreductase
arCOG05076	C	EhaG	Energy-convertinghydrogenaseAsubunitG
arCOG05117	C	-	Cytochromecfamilymembraneprotein
arCOG05128	C	NapF	Ferredoxin
arCOG05130	C	-	Nitroreductase
arCOG05143	C	MtmB	Monomethylaminemethyltransferase
arCOG05181	C	NuoJ	NADHdehydrogenasesubunitJ
arCOG05202	C	NifD	Nitrogenasemolybdenum-ironprotein,alphaorbetachains
arCOG05249	C	AnfO	IrononlynitrogenaseproteinAnfO
arCOG05260	C	ackA	Acetatekinase
arCOG05306	C	EhaD	Energy-convertinghydrogenaseAsubunitD/C
arCOG05308	C	-	Ni,Fe-hydrogenaseIIImembranesubunit
arCOG05342	C	-	Thiosulphate:quinoneoxidoreductase(TQO)smallsubunitDoxA
arCOG05350	C	CydB	Cytochromebd-typequinoloxidase,subunitII
arCOG05456	C	NtpF	Archaeal/vacuolar-typeH+-ATPasesubunitH
arCOG05466	C	NapF	Ferredoxindomaincontainingprotein
arCOG05498	C	AceB	Malatesynthase
arCOG05519	C	NuoK	NADH-quinoneoxidoreductasesubunitK
arCOG05520	C	NuoJ	NADH-quinoneoxidoreductasesubunitJ
arCOG05636	C	FdnI	Formatedehydrogenase,cytochromeb556subunit
arCOG05744	C	HycB	Fe-S-cluster-containinghydrogenasecomponent2
arCOG05745	C	-	BFD-like[2Fe-2S]bindingdomain
arCOG05746	C	GlpA	BFD-like[2Fe-2S]bindingdomainofglycerol-3-phosphatedehydrogenase
arCOG05797	C	OadG	Na+-transportingmethylmalonyl-CoA/oxaloacetatedecarboxylase,gammasubunit
arCOG05865	C	PepCK	Phosphoenolpyruvatecarboxykinase,GTP-dependent
arCOG05891	C	-	Terminaloxidase,subunitdoxC
arCOG05892	C	-	Terminaloxidase,subunitdoxE
arCOG05916	C	-	Predictedheterodisulfidereductasesubunit
arCOG06016	C	-	Cytochromeb558/566,subunitB
arCOG06033	C	-	Predictedsubunitofheme/copper-typecytochrome/quinoloxidase
arCOG06056	C	HyaD	Ni,Fe-hydrogenasematurationfactor
arCOG06057	C	-	Membrane-boundNiFehydrogenasesubunit
arCOG06059	C	NuoN	NADHdehydrogenasesubunitN
arCOG06072	C	-	Membrane-boundNiFehydrogenasesubunit
arCOG06073	C	PckA	Phosphoenolpyruvatecarboxykinase(ATP)
arCOG06111	C	CccA	Cytochromecfamilyprotein
arCOG06124	C	ACH1	Acetyl-CoAhydrolase
arCOG06130	C	PflD	Pyruvate-formatelyase
arCOG06217	C	NosZ	Nitrousoxidereductase
arCOG06225	C	Ppc	Phosphoenolpyruvatecarboxylase
arCOG06270	C	-	Cytochromecbb3oxidasesubunitI
arCOG06306	C	Tas	Aryl-alcoholdehydrogenaserelatedenzyme
arCOG06464	C	EhaI	Energy-convertinghydrogenaseAsubunitI
arCOG06490	C	EhbJ	Energy-convertinghydrogenase,subunitJ
arCOG06546	C	RnfG	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfG
arCOG06547	C	RnfD	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfD
arCOG06548	C	RnfC	PredictedNADH:ubiquinoneoxidoreductase,subunitRnfC
arCOG06549	C	-	Membrane-boundmultihemecytochromecsubunit
arCOG06683	C	EhbJ	Energy-convertinghydrogenase,subunitJ
arCOG06685	C	FrhA	F420-non-reducinghydrogenasevhusubunitU
arCOG06720	C	FixC	Dehydrogenase(flavoprotein)
arCOG06774	C	AtpG	F0F1-typeATPsynthase,gammasubunit
arCOG06775	C	AtpF	F0F1-typeATPsynthase,subunitb/b'
arCOG06776	C	AtpE	F0F1-typeATPsynthase,subunitc
